54.000000,1.000000,0.998995
4191.000000,1.000000,0.958306
1474.000000,1.000000,0.931013
2352.000000,1.000000,0.920559
665.000000,1.000000,0.912538
5666.000000,1.000000,0.896916
472.000000,1.000000,0.874239
5825.000000,1.000000,0.859081
323.000000,1.000000,0.858253
4095.000000,1.000000,0.857166
6203.000000,1.000000,0.851395
1136.000000,1.000000,0.847781
4491.000000,1.000000,0.799277
1229.000000,1.000000,0.798251
3887.000000,1.000000,0.790209
3807.000000,1.000000,0.786857
6016.000000,1.000000,0.747240
170.000000,1.000000,0.737991
2212.000000,1.000000,0.718812
2945.000000,1.000000,0.716467
4853.000000,1.000000,0.694412
3255.000000,1.000000,0.677000
1823.000000,1.000000,0.663378
5119.000000,1.000000,0.651426
2776.000000,1.000000,0.620061
2533.000000,1.000000,0.618075
3536.000000,1.000000,0.614241
3112.000000,1.000000,0.612642
3629.000000,1.000000,0.602920
5546.000000,1.000000,0.576589
4643.000000,1.000000,0.565849
2446.000000,1.000000,0.556462
1395.000000,1.000000,0.332275
33.000000,1.000000,0.331039
2092.000000,1.000000,0.318815
2108.000000,1.000000,0.317598
4166.000000,1.000000,0.316397
5189.000000,1.000000,0.310145
5172.000000,1.000000,0.308535
1452.000000,1.000000,0.307489
558.000000,1.000000,0.301476
1375.000000,1.000000,0.299752
249.000000,1.000000,0.297818
5737.000000,1.000000,0.296735
232.000000,1.000000,0.295534
2327.000000,1.000000,0.294943
4074.000000,1.000000,0.291625
729.000000,1.000000,0.289132
3430.000000,1.000000,0.284974
299.000000,1.000000,0.284027
6178.000000,1.000000,0.283951
5721.000000,1.000000,0.282090
1069.000000,1.000000,0.278647
5262.000000,1.000000,0.276385
5640.000000,1.000000,0.274383
3412.000000,1.000000,0.271716
5802.000000,1.000000,0.264881
1203.000000,1.000000,0.262750
4469.000000,1.000000,0.262516
3864.000000,1.000000,0.257703
3168.000000,1.000000,0.249086
5994.000000,1.000000,0.246910
754.000000,1.000000,0.243278
3184.000000,1.000000,0.241186
112.000000,1.000000,0.238289
5307.000000,1.000000,0.234708
534.000000,1.000000,0.228785
647.000000,1.000000,0.226607
2188.000000,1.000000,0.222766
3721.000000,1.000000,0.220877
1927.000000,1.000000,0.217859
1940.000000,1.000000,0.217314
1543.000000,1.000000,0.215488
6101.000000,1.000000,0.214685
845.000000,1.000000,0.213540
957.000000,1.000000,0.213344
5026.000000,1.000000,0.211515
973.000000,1.000000,0.209916
5099.000000,1.000000,0.209472
1530.000000,1.000000,0.207016
3605.000000,1.000000,0.206917
3707.000000,1.000000,0.204006
6083.000000,1.000000,0.202457
3513.000000,1.000000,0.201813
4307.000000,1.000000,0.201021
3089.000000,1.000000,0.200245
2596.000000,1.000000,0.197241
5038.000000,1.000000,0.193183
2998.000000,1.000000,0.193107
5915.000000,1.000000,0.192606
3015.000000,1.000000,0.192094
2423.000000,1.000000,0.190526
4289.000000,1.000000,0.187433
3338.000000,1.000000,0.181892
5521.000000,1.000000,0.181056
2924.000000,1.000000,0.179954
3786.000000,1.000000,0.179107
5931.000000,1.000000,0.177489
3233.000000,1.000000,0.175074
3320.000000,1.000000,0.174449
4832.000000,1.000000,0.173929
2842.000000,1.000000,0.173341
2858.000000,1.000000,0.172911
4572.000000,1.000000,0.163941
1801.000000,1.000000,0.163703
1625.000000,1.000000,0.157717
406.000000,1.000000,0.157662
2753.000000,1.000000,0.154728
1608.000000,1.000000,0.153897
4557.000000,1.000000,0.149561
2706.000000,1.000000,0.147311
2511.000000,1.000000,0.146257
1703.000000,1.000000,0.145646
2692.000000,1.000000,0.139666
4620.000000,1.000000,0.134872
1680.000000,1.000000,0.123001
876.000000,1.000000,0.093631
19.000000,0.000000,0.081449
3.000000,0.000000,0.081216
9.000000,0.000000,0.080921
21.000000,0.000000,0.080887
63.000000,0.000000,0.080821
14.000000,0.000000,0.080809
47.000000,0.000000,0.080640
72.000000,0.000000,0.080611
23.000000,0.000000,0.080589
41.000000,0.000000,0.080521
6.000000,0.000000,0.080521
36.000000,0.000000,0.080455
28.000000,0.000000,0.080453
22.000000,0.000000,0.080422
56.000000,0.000000,0.080422
77.000000,0.000000,0.080307
4.000000,0.000000,0.080298
25.000000,0.000000,0.080285
17.000000,0.000000,0.080246
69.000000,0.000000,0.080223
18.000000,0.000000,0.080082
