0.122449,0.482222
0.122449,0.482222
0.551020,0.464286
0.081633,0.464286
0.081633,0.464286
0.081633,0.464286
0.551020,0.446429
0.081633,0.428571
0.632653,0.428571
0.632653,0.428571
0.632653,0.428571
0.632653,0.428571
0.632653,0.428571
0.632653,0.428571
0.632653,0.428571
0.693878,0.422156
0.551020,0.410714
0.632653,0.410714
0.632653,0.410714
0.510204,0.409114
0.367347,0.399351
0.551020,0.392857
0.551020,0.392857
0.081633,0.392857
0.632653,0.392857
0.551020,0.384862
0.081633,0.375000
0.163265,0.373923
0.816327,0.373893
0.816327,0.366990
0.122449,0.360448
0.122449,0.360448
0.551020,0.357143
0.693878,0.357143
0.693878,0.357143
0.693878,0.357143
0.653061,0.350649
0.326531,0.342532
0.816327,0.339286
0.816327,0.339286
0.693878,0.339286
0.632653,0.339286
0.979592,0.321591
0.979592,0.321591
0.979592,0.321591
0.551020,0.321429
0.632653,0.321429
0.632653,0.321429
0.510204,0.318212
0.979592,0.303743
0.979592,0.303743
0.122449,0.303697
0.551020,0.303571
0.551020,0.303571
0.816327,0.303571
0.551020,0.303571
0.693878,0.303571
0.204082,0.297459
0.122449,0.295816
0.816327,0.290584
0.163265,0.287338
0.877551,0.287338
0.979592,0.285896
0.979592,0.285896
0.979592,0.285896
0.489796,0.285714
0.816327,0.285714
0.081633,0.285714
0.632653,0.285714
0.428571,0.282931
0.979592,0.278256
0.061224,0.272822
0.693878,0.272747
0.020408,0.272739
0.428571,0.272727
0.428571,0.272727
0.428571,0.272727
1.000000,0.272727
0.367347,0.272727
0.367347,0.272727
0.367347,0.272727
0.979592,0.268051
0.448980,0.267857
0.816327,0.267857
0.693878,0.267857
0.163265,0.267857
0.632653,0.267857
0.693878,0.267857
0.448980,0.267857
0.448980,0.267857
0.448980,0.267857
0.979592,0.260412
0.367347,0.259740
0.653061,0.259740
0.653061,0.253247
0.244898,0.250000
0.551020,0.250000
0.081633,0.250000
0.877551,0.250000
0.632653,0.250000
0.877551,0.250000
0.693878,0.250000
0.877551,0.250000
0.693878,0.250000
0.632653,0.250000
0.163265,0.250000
0.163265,0.250000
0.122449,0.244918
0.877551,0.243506
0.979592,0.242571
0.979592,0.242571
0.979592,0.242571
0.632653,0.240306
0.755102,0.237706
0.163265,0.237609
0.265306,0.235410
0.877551,0.235390
0.244898,0.232367
0.530612,0.232238
0.163265,0.232143
0.816327,0.232143
0.693878,0.232143
0.693878,0.232143
0.530612,0.232143
0.877551,0.232143
0.306122,0.232143
0.306122,0.232143
0.306122,0.232143
0.306122,0.232143
0.632653,0.232143
0.306122,0.232143
0.163265,0.232143
0.306122,0.232143
0.163265,0.232143
0.163265,0.232143
0.163265,0.232143
0.244898,0.231329
0.102041,0.227369
0.061224,0.227364
0.244898,0.227357
0.673469,0.227337
0.673469,0.227337
0.040816,0.227333
0.510204,0.227315
0.040816,0.227313
0.040816,0.227313
0.265306,0.227289
0.020408,0.227287
0.448980,0.227273
0.653061,0.227273
0.979592,0.227273
0.448980,0.227273
0.326531,0.227273
0.428571,0.227273
0.428571,0.227273
0.632653,0.227273
0.632653,0.227273
0.367347,0.227273
0.367347,0.227273
1.000000,0.227273
0.367347,0.227273
0.367347,0.227273
0.367347,0.227273
0.816327,0.227273
0.877551,0.219248
0.122449,0.219070
0.530612,0.217756
0.367347,0.217532
0.530612,0.214529
0.346939,0.214529
0.346939,0.214529
0.204082,0.214441
0.326531,0.214286
0.816327,0.214286
0.163265,0.214286
0.163265,0.214286
0.816327,0.214286
0.816327,0.214286
0.163265,0.214286
0.816327,0.214286
0.632653,0.214286
0.163265,0.214286
0.632653,0.214286
0.163265,0.214286
0.632653,0.214286
0.551020,0.214286
0.693878,0.214286
0.163265,0.214286
0.163265,0.214286
0.163265,0.214286
0.122449,0.209142
0.632653,0.206169
0.367347,0.200089
0.489796,0.199915
0.061224,0.199743
0.367347,0.199675
0.326531,0.199675
0.877551,0.198052
0.877551,0.198052
0.244898,0.196693
0.204082,0.196598
0.653061,0.196482
0.163265,0.196429
0.163265,0.196429
0.693878,0.196429
0.693878,0.196429
0.693878,0.196429
0.693878,0.196429
0.693878,0.196429
0.163265,0.196429
0.163265,0.196429
0.163265,0.196429
0.551020,0.196429
0.163265,0.196429
0.163265,0.196429
0.163265,0.196429
0.653061,0.196429
0.653061,0.196429
0.163265,0.196429
0.163265,0.196429
0.163265,0.196429
0.163265,0.196429
0.163265,0.196429
0.163265,0.196429
0.163265,0.196429
0.163265,0.196429
0.163265,0.196429
0.877551,0.196429
0.428571,0.194857
0.265306,0.192467
0.265306,0.192436
0.510204,0.192314
0.816327,0.192218
0.428571,0.192022
0.102041,0.191159
0.102041,0.191159
0.938776,0.191128
0.632653,0.186983
0.632653,0.186983
0.653061,0.186398
0.081633,0.186364
0.693878,0.183451
0.224490,0.182157
0.224490,0.182157
0.346939,0.182132
0.489796,0.182003
0.632653,0.182001
0.632653,0.182001
0.224490,0.181975
0.204082,0.181964
0.204082,0.181964
0.061224,0.181960
