timestamp,stationid,latitude,longitude,heading,speed,acceleration
411.6383442,189173,49.260561,4.056597,7.6,13.88,-0.0503736
411.9383442,189173,49.260598,4.056606,8.1,13.93,-0.0241744
412.2383442,189173,49.260635,4.056614,8.1,13.81,-0.84617
412.5383442,189173,49.260672,4.056623,8.1,13.9,0.423027
412.8383442,189173,49.260709,4.056632,8.1,13.84,-0.707672
413.1383442,189173,49.260746,4.056641,8.1,13.87,0.0591147
413.4383442,189173,49.260782,4.056649,8.1,13.03,-4.5
413.6383442,189173,49.260804,4.056655,8.1,12.21,-4.5
413.8383442,189173,49.260825,4.05666,8.1,11.31,-4.5
414.0383442,189173,49.260844,4.056664,8.1,10.41,-4.5
414.2383442,189173,49.260861,4.056668,8.1,9.51,-4.5
414.4383442,189173,49.260877,4.056672,8.1,8.61,-4.5
414.6383442,189173,49.260891,4.056675,8.1,7.71,-4.5
414.8383442,189173,49.260903,4.056678,8.1,6.81,-4.5
415.0383442,189173,49.260914,4.056681,8.1,5.91,-4.5
415.2383442,189173,49.260923,4.056683,8.1,5.01,-4.5
415.4383442,189173,49.260931,4.056685,8.1,4.11,-4.5
415.6383442,189173,49.260937,4.056682,4.3,3.66,0
415.8383442,189173,49.260943,4.056678,359.4,3.66,0
416.0383442,189173,49.260947,4.05667,351.1,3.66,0
416.1383442,189173,49.260949,4.056666,346,3.66,0
416.2383442,189173,49.260948,4.056661,339.1,3.64,-0.213584
416.3383442,189173,49.260947,4.056657,331.2,3.58,-0.600071
416.4383442,189173,49.260945,4.056653,322.3,3.58,-0.0263997
416.5383442,189173,49.260942,4.05665,311.6,3.61,0.301604
416.6383442,189173,49.26094,4.056646,299.5,3.59,-0.137491
416.7383442,189173,49.260937,4.056643,287.1,3.58,-0.0999945
416.8383442,189173,49.260934,4.056641,274.4,3.61,0.259789
416.9383442,189173,49.260931,4.056641,261.3,3.78,1.66414
417.0383442,189173,49.260928,4.05664,247.7,4,2.21997
417.1383442,189173,49.260924,4.056639,234.9,4.17,1.67963
417.2383442,189173,49.26092,4.056638,224,4.31,1.43574
417.3383442,189173,49.260916,4.056637,214.5,4.46,1.47913
417.4383442,189173,49.260912,4.056636,206.8,4.64,1.85557
417.5383442,189173,49.260908,4.056635,200.7,4.86,2.14216
417.6383442,189173,49.260903,4.056634,196,5.04,1.79896
417.7383442,189173,49.260899,4.056633,192.6,5.17,1.35067
417.8383442,189173,49.260894,4.056632,189.1,5.37,1.93207
417.9383442,189173,49.260889,4.056631,188.1,5.59,2.27744
418.2383442,189173,49.260873,4.056627,188.1,6.19,2.17803
418.5383442,189173,49.260855,4.056623,188.1,6.78,2.02187
418.8383442,189173,49.260836,4.056618,188.1,7.37,1.54301
419.1383442,189173,49.260816,4.056613,188.1,7.86,1.54624
419.4383442,189173,49.260794,4.056608,188.1,8.44,1.92592
419.7383442,189173,49.26077,4.056602,188.1,9.06,2.21264
420.0383442,189173,49.260745,4.056596,188.1,9.72,2.39834
420.3383442,189173,49.260718,4.05659,188.1,10.26,1.41279
420.6383442,189173,49.260689,4.056583,188.1,10.84,2.30443
420.9383442,189173,49.260659,4.056576,188.1,11.47,2.07724
421.2383442,189173,49.260628,4.056568,188.1,12.04,1.9509
421.5383442,189173,49.260595,4.05656,188.1,12.6,1.81928
421.8383442,189173,49.26056,4.056552,188.1,13.13,1.54988
422.1383442,189173,49.260524,4.056538,192.3,13.81,2.09262
422.2383442,189173,49.260513,4.056527,199.2,13.93,1.17711
422.3383442,189173,49.260504,4.056513,208.7,13.81,-1.22737
422.4383442,189173,49.260494,4.0565,215.9,13.87,0.588067
422.5383442,189173,49.260482,4.056494,215.4,13.86,-0.05083
422.6383442,189173,49.260469,4.056488,207.7,13.86,-0.0650866
422.7383442,189173,49.260457,4.056486,197.6,13.84,-0.109084
422.8383442,189173,49.260444,4.056484,190.1,13.89,0.425726
422.9383442,189173,49.260432,4.056482,186.8,13.88,-0.0712392
423.0383442,189173,49.26042,4.05648,185.6,13.86,-0.187224
423.1383442,189173,49.260407,4.056478,185.6,13.91,0.496223
423.4383442,189173,49.26037,4.056471,185.6,13.81,-1.13634
423.7383442,189173,49.260333,4.056465,185.6,13.93,0.9064
424.0383442,189173,49.260296,4.056458,185.6,13.82,-0.580664
424.3383442,189173,49.260258,4.056452,185.6,13.9,0.0824512
424.6383442,189173,49.260221,4.056446,185.6,13.86,-0.350235
424.9383442,189173,49.260184,4.056439,185.6,13.87,0.306347
425.2383442,189173,49.260146,4.056436,183.1,13.89,-0.296574
425.5383442,189173,49.260109,4.056439,176.7,13.87,0.434748
425.7383442,189173,49.260085,4.056447,170.4,13.83,0.058415
425.9383442,189173,49.26006,4.056456,166.1,13.93,0.0359396
426.1383442,189173,49.260036,4.056457,171.9,13.89,0.283268
426.2383442,189173,49.260023,4.056456,176.4,13.9,0.0585294
426.3383442,189173,49.260011,4.056454,182,13.85,-0.452422
426.4383442,189173,49.259998,4.056451,184.4,13.93,0.786817
426.5383442,189173,49.259986,4.056449,186.4,13.85,-0.765997
426.6383442,189173,49.259974,4.056447,186.5,13.82,-0.375362
426.9383442,189173,49.259937,4.05644,185.8,13.87,0.594413
427.2383442,189173,49.259899,4.056433,185.8,13.83,-0.239201
427.5383442,189173,49.259862,4.056427,185.8,13.84,-0.201357
427.8383442,189173,49.259825,4.05642,185.8,13.84,0.260229
428.1383442,189173,49.259788,4.056414,185.8,13.8,-1.26465
428.4383442,189173,49.259751,4.056407,185.8,13.85,-0.721343
428.7383442,189173,49.259714,4.0564,185.8,13.83,-0.864232
429.0383442,189173,49.259676,4.056394,185.8,13.86,0.329323
429.3383442,189173,49.259639,4.056387,186,13.91,0.131493
178.2627931,195061,49.259653,4.056478,6.4,13.84,0.830419
178.5627931,195061,49.25969,4.056484,5.8,13.74,-0.115511
178.8627931,195061,49.259727,4.056491,5.8,13.76,0.163639
179.1627931,195061,49.259763,4.056498,5.8,13.82,0.763597
179.4627931,195061,49.2598,4.056504,5.8,13.64,-1.04417
179.6627931,195061,49.259824,4.056508,5.8,12.84,-4.5
179.8627931,195061,49.259845,4.056512,5.8,11.94,-4.5
180.0627931,195061,49.259865,4.056516,5.8,11.04,-4.5
180.2627931,195061,49.259886,4.056519,5.8,11.53,2.55196
180.4627931,195061,49.259907,4.056523,5.8,12.03,2.59239
180.6627931,195061,49.259929,4.056527,5.8,12.37,1.89728
180.8627931,195061,49.259952,4.056531,5.8,12.76,1.99536
181.0627931,195061,49.259975,4.056535,5.8,13.18,2.12924
181.3627931,195061,49.260011,4.056542,6.6,13.7,1.79467
181.6627931,195061,49.260048,4.056546,3.4,13.77,-0.723101
181.8627931,195061,49.260072,4.056543,357.6,13.84,0.545161
182.0627931,195061,49.260097,4.056535,350.1,13.76,-0.539346
182.2627931,195061,49.260121,4.056526,346.1,13.77,-0.0202548
182.4627931,195061,49.260145,4.056524,350.9,13.74,-0.968101
182.5627931,195061,49.260158,4.056524,355.6,13.8,0.607047
182.6627931,195061,49.26017,4.056526,359.5,13.85,0.496536
182.7627931,195061,49.260183,4.056527,1.9,13.79,-0.559322
182.8627931,195061,49.260195,4.05653,4.5,13.84,0.499219
183.1627931,195061,49.260232,4.056536,5.6,13.8,0.452474
183.4627931,195061,49.260269,4.056542,5.6,13.79,0.124111
183.7627931,195061,49.260306,4.056549,5.6,13.78,0.0589766
184.0627931,195061,49.260343,4.056555,5.6,13.77,0.290542
184.3627931,195061,49.26038,4.056561,5.6,13.75,-0.949829
184.6627931,195061,49.260417,4.056568,5.6,13.84,0.426043
184.9627931,195061,49.260454,4.056574,5.6,13.84,0.625138
185.2627931,195061,49.260491,4.056581,6.3,13.81,0.746995
185.5627931,195061,49.260528,4.056589,6.9,13.84,0.212233
185.8627931,195061,49.260564,4.056598,7.7,13.77,0.443186
186.1627931,195061,49.260601,4.056606,8.1,13.81,0.000345869
186.4627931,195061,49.260638,4.056615,8.1,13.73,-1.06014
186.7627931,195061,49.260675,4.056624,8.1,13.75,0.261324
187.0627931,195061,49.260711,4.056633,8.1,13.82,0.993206
187.3627931,195061,49.260748,4.056641,8.1,13.79,-0.199851
187.6627931,195061,49.260785,4.05665,8.1,13.75,0.222453
187.9627931,195061,49.260822,4.056659,8.1,13.84,0.462977
188.2627931,195061,49.260858,4.056668,8.1,13.73,0.033725
188.5627931,195061,49.260895,4.056676,8.1,13.81,0.0846292
188.8627931,195061,49.260932,4.056685,8.1,13.73,-0.25198
189.1627931,195061,49.260968,4.056693,7.3,13.78,0.375851
189.4627931,195061,49.261005,4.0567,6.5,13.77,-0.010122
189.7627931,195061,49.261042,4.056707,6.2,13.75,0.0962263
190.0627931,195061,49.261079,4.056714,6.2,13.8,-0.125532
190.3627931,195061,49.261116,4.056721,6.2,13.81,0.190606
190.6627931,195061,49.261153,4.056728,6.2,13.81,0.108653
190.9627931,195061,49.26119,4.056735,6.2,13.82,0.900607
191.2627931,195061,49.261227,4.056741,6.2,13.77,-0.236899
191.5627931,195061,49.261264,4.056748,6.2,13.78,0.100381
191.8627931,195061,49.261301,4.056755,6.2,13.8,-0.461439
192.1627931,195061,49.261338,4.056762,6.2,13.81,0.283683
192.4627931,195061,49.261375,4.056769,6.2,13.8,-0.439536
192.7627931,195061,49.261411,4.056776,6.2,13.74,-0.133177
193.0627931,195061,49.261448,4.056783,6.2,13.73,-0.432055
193.3627931,195061,49.261485,4.05679,6.2,13.73,-1.06744
193.6627931,195061,49.261522,4.056797,6.2,13.85,0.159161
193.8627931,195061,49.261546,4.056801,6.2,13.13,-4.22076
194.0627931,195061,49.261568,4.056805,6.2,12.29,-4.5
194.2627931,195061,49.261589,4.056809,6.2,11.39,-4.5
194.4627931,195061,49.261608,4.056813,6.2,10.56,-4.5
194.6627931,195061,49.261626,4.056816,6.2,9.66,-4.5
194.8627931,195061,49.261642,4.056819,6.2,8.76,-4.5
195.0627931,195061,49.261657,4.056822,6.2,7.86,-4.5
195.2627931,195061,49.261669,4.056824,6.2,6.96,-4.5
195.4627931,195061,49.261681,4.056828,7.3,6.35,-1.66561
195.6627931,195061,49.261692,4.056832,9.3,6.37,0.0806056
195.8627931,195061,49.261702,4.05684,14.5,6.31,-0.773762
195.9627931,195061,49.261706,4.056846,18.5,6.42,1.03906
196.0627931,195061,49.261711,4.056851,22.5,6.39,-0.304528
211.1627931,195061,49.261738,4.056831,257.2,7.9,0.296778
211.2627931,195061,49.261734,4.056822,252.6,7.8,-0.908929
211.3627931,195061,49.261729,4.056815,244.5,7.82,0.184433
211.4627931,195061,49.261723,4.056808,236.5,7.8,-0.213063
211.5627931,195061,49.261718,4.056802,231.7,7.85,0.454086
211.6627931,195061,49.261712,4.056795,226.7,7.91,0.633553
211.7627931,195061,49.261705,4.056792,218.5,7.88,-0.31216
211.8627931,195061,49.261698,4.05679,210.4,7.85,-0.329103
211.9627931,195061,49.261692,4.056787,206.1,7.88,0.378672
212.0627931,195061,49.261685,4.056784,202.4,7.83,-0.547586
212.1627931,195061,49.261678,4.056781,198.6,7.83,0.0149068
212.2627931,195061,49.261671,4.05678,193.6,8.05,2.19097
212.3627931,195061,49.261663,4.056779,191.5,8.27,2.23587
212.4627931,195061,49.261656,4.056777,190.1,8.49,2.17358
212.5627931,195061,49.261648,4.056776,188.7,8.68,1.88998
212.9627931,195061,49.261616,4.05677,186.2,9.31,1.74804
213.2627931,195061,49.26159,4.056765,186.2,9.86,1.87915
213.5627931,195061,49.261563,4.05676,186.2,10.29,1.35511
213.8627931,195061,49.261534,4.056755,186.2,10.84,2.47984
214.1627931,195061,49.261504,4.056749,186.2,11.44,1.64754
214.4627931,195061,49.261472,4.056743,186.2,12.11,2.29082
214.7627931,195061,49.261439,4.056737,186.2,12.8,2.09977
215.0627931,195061,49.261403,4.05673,186.2,13.38,1.86907
215.3627931,195061,49.261366,4.056723,186.2,13.78,-0.0523275
215.6627931,195061,49.26133,4.056716,186.2,13.78,0.310508
215.9627931,195061,49.261293,4.056709,186.2,13.81,0.747466
216.2627931,195061,49.261256,4.056703,186.2,13.76,-0.465613
216.5627931,195061,49.261219,4.056696,186.2,13.75,-0.838514
216.8627931,195061,49.261182,4.056689,186.2,13.76,-0.511145
217.1627931,195061,49.261145,4.056682,186.2,13.8,0.738385
217.4627931,195061,49.261108,4.056675,186.2,13.79,-0.161641
217.7627931,195061,49.261071,4.056668,186.2,13.73,-0.182729
218.0627931,195061,49.261034,4.056661,186.2,13.76,0.42812
218.3627931,195061,49.260997,4.056654,186.2,13.74,-0.031028
218.6627931,195061,49.26096,4.056647,186.5,13.82,0.0931567
218.9627931,195061,49.260924,4.056639,187.3,13.77,0.00436567
219.2627931,195061,49.260887,4.05663,188.1,13.8,0.536264
219.5627931,195061,49.26085,4.056621,188.1,13.83,0.119219
219.8627931,195061,49.260813,4.056613,188.1,13.76,0.178902
220.1627931,195061,49.260777,4.056604,188.1,13.73,-0.903695
220.4627931,195061,49.26074,4.056595,188.1,13.84,0.849755
220.7627931,195061,49.260703,4.056586,188.1,13.83,0.560132
221.0627931,195061,49.260666,4.056577,188.1,13.84,0.483988
221.3627931,195061,49.26063,4.056569,188.1,13.77,0.495069
221.6627931,195061,49.260593,4.05656,188.1,13.78,-0.0944017
221.9627931,195061,49.260556,4.056551,188.1,13.75,0.100176
222.2627931,195061,49.26052,4.056536,193.4,13.78,0.585947
222.3627931,195061,49.26051,4.056523,202.3,13.76,-0.268896
222.4627931,195061,49.260501,4.056509,211.6,13.76,-0.0139827
222.5627931,195061,49.26049,4.056498,215.8,13.81,0.498916
222.6627931,195061,49.260478,4.056492,213.4,13.8,-0.0772384
222.7627931,195061,49.260465,4.056488,204.6,13.8,-0.00389106
222.8627931,195061,49.260453,4.056486,194.6,13.74,-0.584847
222.9627931,195061,49.260441,4.056483,189.1,13.73,-0.0493078
223.0627931,195061,49.260428,4.056481,185.9,13.85,1.11758
223.1627931,195061,49.260416,4.056479,185.6,13.81,-0.321676
223.2627931,195061,49.260404,4.056477,185.6,13.8,-0.174612
223.5627931,195061,49.260367,4.056471,185.6,13.82,1.04785
223.8627931,195061,49.26033,4.056464,185.6,13.74,-0.0680576
224.1627931,195061,49.260293,4.056458,185.6,13.75,-0.129783
224.4627931,195061,49.260256,4.056452,185.6,13.83,-0.161817
224.7627931,195061,49.260219,4.056445,185.6,13.77,0.214763
225.0627931,195061,49.260182,4.056439,185.5,13.77,-0.278002
225.3627931,195061,49.260144,4.056436,182.7,13.83,-0.110358
225.6627931,195061,49.260107,4.056439,176.2,13.82,-0.0566601
225.8627931,195061,49.260083,4.056447,170,13.75,0.285927
226.0627931,195061,49.260059,4.056456,166,13.76,-0.427827
226.2627931,195061,49.260034,4.056457,172.2,13.78,0.0380646
226.3627931,195061,49.260022,4.056456,177,13.81,0.315214
226.4627931,195061,49.26001,4.056453,182.2,13.77,-0.421665
226.5627931,195061,49.259997,4.056451,184.6,13.79,0.194676
226.6627931,195061,49.259985,4.056449,186.6,13.82,0.259882
226.7627931,195061,49.259973,4.056446,186.5,13.74,-0.799875
227.0627931,195061,49.259936,4.05644,185.8,13.73,-0.305677
227.3627931,195061,49.259899,4.056433,185.8,13.8,0.0828745
227.6627931,195061,49.259862,4.056427,185.8,13.74,-0.0975756
227.9627931,195061,49.259825,4.05642,185.8,13.8,0.775819
228.2627931,195061,49.259788,4.056414,185.8,13.76,-0.505992
228.5627931,195061,49.259751,4.056407,185.8,13.73,-0.780935
228.8627931,195061,49.259714,4.0564,185.8,13.83,1.05134
229.1627931,195061,49.259677,4.056394,185.8,13.76,-0.478813
229.4627931,195061,49.259641,4.056387,186,13.82,0.231473
714.5881095,200546,49.259639,4.056475,6.5,13.14,-3.24129
714.7881095,200546,49.259662,4.05648,6.2,12.53,-2.81735
714.9881095,200546,49.259683,4.056483,5.9,11.82,-2.98472
715.1881095,200546,49.259704,4.056487,5.8,11.22,-2.53419
715.3881095,200546,49.259723,4.05649,5.8,10.47,-3.67608
715.5881095,200546,49.259741,4.056494,5.8,9.88,-3.04031
715.7881095,200546,49.259757,4.056497,5.8,9.25,-3.03501
715.9881095,200546,49.259773,4.056499,5.8,8.63,-2.80058
716.1881095,200546,49.259788,4.056502,5.8,8.06,-2.52843
716.3881095,200546,49.259801,4.056504,5.8,7.42,-3.01124
716.5881095,200546,49.259814,4.056507,5.8,6.92,-2.04819
716.7881095,200546,49.259825,4.056509,5.8,6.33,-2.734
716.9881095,200546,49.259836,4.05651,5.8,5.76,-2.38655
717.1881095,200546,49.259846,4.056512,5.8,5.22,-3.53312
717.3881095,200546,49.259854,4.056514,5.8,4.76,-3.29181
717.5881095,200546,49.259862,4.056515,5.8,4.29,-2.85046
717.7881095,200546,49.259869,4.056516,5.8,3.86,-2.40845
718.0881095,200546,49.259879,4.056518,5.8,3.18,-2.88595
718.3881095,200546,49.259886,4.056519,5.8,2.66,-2.34594
718.6881095,200546,49.259893,4.056521,5.8,2.18,-1.06665
718.9881095,200546,49.259898,4.056521,5.8,1.74,-1.15303
719.2881095,200546,49.259902,4.056522,5.8,1.42,-1.18874
719.7881095,200546,49.259907,4.056523,5.8,0.92,-0.649866
720.2881095,200546,49.25991,4.056524,5.8,0.62,-0.322275
720.7881095,200546,49.259913,4.056524,5.8,0.92,1.38036
721.1881095,200546,49.259917,4.056525,5.8,1.44,1.77966
721.5881095,200546,49.259924,4.056526,5.8,2.05,1.37444
721.9881095,200546,49.259933,4.056528,5.8,2.67,1.66604
722.2881095,200546,49.259941,4.056529,5.8,3.21,0.849635
722.5881095,200546,49.25995,4.056531,5.8,3.68,1.52728
722.8881095,200546,49.259961,4.056533,5.8,4.15,1.636
723.1881095,200546,49.259973,4.056535,5.8,4.83,2.27757
723.4881095,200546,49.259987,4.056537,5.8,5.44,1.99538
723.7881095,200546,49.260003,4.056541,6.3,6.03,1.75858
724.0881095,200546,49.26002,4.056544,6.9,6.55,1.46715
724.3881095,200546,49.260038,4.056545,4.8,7.1,1.31491
724.6881095,200546,49.260059,4.056546,1.8,7.77,2.20684
724.8881095,200546,49.260073,4.056543,357.5,8.01,0.691741
725.0881095,200546,49.260088,4.056538,353.2,8.44,2.13766
725.2881095,200546,49.260103,4.056533,347.8,8.77,1.61965
725.4881095,200546,49.260118,4.056526,345.9,9.09,1.51099
725.6881095,200546,49.260135,4.056524,348.5,9.59,2.48113
725.8881095,200546,49.260153,4.056524,353.5,9.91,1.89276
726.0881095,200546,49.260171,4.056526,359.7,10.21,1.46393
726.2881095,200546,49.26019,4.056529,3.6,10.69,2.24507
726.4881095,200546,49.26021,4.056532,5,11.04,2.0973
726.6881095,200546,49.26023,4.056536,5.6,11.27,0.945332
727.0881095,200546,49.26027,4.056543,5.6,11.42,0.513055
727.4881095,200546,49.260312,4.05655,5.6,11.49,-0.571899
727.8881095,200546,49.260353,4.056557,5.6,11.57,-1.05888
728.2881095,200546,49.260395,4.056564,5.6,11.7,0.946039
728.6881095,200546,49.260437,4.056571,5.6,11.72,-0.573485
729.0881095,200546,49.260479,4.056579,6,11.88,0.377753
729.4881095,200546,49.260521,4.056588,6.9,11.88,-0.922302
729.8881095,200546,49.260564,4.056597,7.6,11.99,-0.344218
730.2881095,200546,49.260606,4.056608,8.1,12.02,-0.132263
730.6881095,200546,49.260649,4.056618,8.1,11.98,-0.712859
731.0881095,200546,49.260692,4.056628,8.1,12.19,0.336373
731.4881095,200546,49.260735,4.056638,8.1,12.06,0.0822285
731.8881095,200546,49.260779,4.056649,8.1,12.24,0.505102
732.2881095,200546,49.260821,4.056659,8.1,11.58,-4.5
732.4881095,200546,49.260841,4.056664,8.1,10.68,-4.5
732.6881095,200546,49.260859,4.056668,8.1,9.81,-4.5
732.8881095,200546,49.260875,4.056672,8.1,8.91,-4.5
733.0881095,200546,49.26089,4.056675,8.1,8.01,-4.5
733.2881095,200546,49.260903,4.056678,8.1,7.11,-4.5
733.4881095,200546,49.260914,4.056681,8.1,6.22,-4.42854
733.6881095,200546,49.260924,4.056683,8.1,5.34,-4.5
733.8881095,200546,49.260932,4.056685,8.1,4.58,-3.12075
734.0881095,200546,49.260939,4.056681,2.9,3.76,-4.5
734.2881095,200546,49.260944,4.056677,358.7,2.89,-4.15538
734.4881095,200546,49.260946,4.056672,353.5,2.05,-4.12264
734.6881095,200546,49.260948,4.056669,350.1,1.15,-4.5
734.8881095,200546,49.260948,4.056668,348.8,0.28,-4.18761
735.0881095,200546,49.260948,4.056668,348.8,0,-0.0820546
735.2881095,200546,49.260948,4.056668,348.8,0,0
735.4881095,200546,49.260948,4.056668,348.8,0,0
735.6881095,200546,49.260949,4.056667,347.8,0.52,2.6
735.8881095,200546,49.260948,4.056665,344.7,1.03,2.47091
736.0881095,200546,49.260948,4.056661,339.6,1.45,2.07696
